painting_name,painting_time,museum_name,type,painting_url,painter_name,painter_hash
银白色的裂口,1926,私人,油画,"https://www.youhuadaquan.org/images/Rene%20Magritte/26643-Magritte,%20Rene.jpg",雷内·马格里特,10
沙漠弹弓,1926,私人,油画,"https://www.youhuadaquan.org/images/Rene%20Magritte/26642-Magritte,%20Rene.jpg",雷内·马格里特,10
征服者,1926,私人,油画,"https://www.youhuadaquan.org/images/Rene%20Magritte/26641-Magritte,%20Rene.jpg",雷内·马格里特,10
狂欢的主人,1926,马尔博勒国际美术馆,油画,"https://www.youhuadaquan.org/images/Rene%20Magritte/26644-Magritte,%20Rene.jpg",雷内·马格里特,10
森林的起点,1926,私人,油画,"https://www.youhuadaquan.org/images/Rene%20Magritte/26645-Magritte,%20Rene.jpg",雷内·马格里特,10
午夜的婚礼,1926,比利时皇家美术博物馆,油画,"https://www.youhuadaquan.org/images/Rene%20Magritte/26646-Magritte,%20Rene.jpg",雷内·马格里特,10
黑暗的毁灭,1926,格莱诺布博物馆,油画,"https://www.youhuadaquan.org/images/Rene%20Magritte/26649-Magritte,%20Rene.jpg",雷内·马格里特,10
魔术师的同谋者,1926,私人,油画,"https://www.youhuadaquan.org/images/Rene%20Magritte/26648-Magritte,%20Rene.jpg",雷内·马格里特,10
保罗马科斯肖像,1926,私人,油画,"https://www.youhuadaquan.org/images/Rene%20Magritte/26647-Magritte,%20Rene.jpg",雷内·马格里特,10
一个学生的梦,1926,私人,油画,"https://www.youhuadaquan.org/images/Rene%20Magritte/26650-Magritte,%20Rene.jpg",雷内·马格里特,10
美好的旅程,1926,私人,油画,"https://www.youhuadaquan.org/images/Rene%20Magritte/26651-Magritte,%20Rene.jpg",雷内·马格里特,10
河边的居民,1926,私人,油画,"https://www.youhuadaquan.org/images/Rene%20Magritte/26652-Magritte,%20Rene.jpg",雷内·马格里特,10
食鸟的女孩,1927,北莱茵河-威斯特伐利亚艺术收藏馆,油画,"https://www.youhuadaquan.org/images/Rene%20Magritte/26655-Magritte,%20Rene.jpg",雷内·马格里特,10
幕间休息,1927,私人,油画,"https://www.youhuadaquan.org/images/Rene%20Magritte/26654-Magritte,%20Rene.jpg",雷内·马格里特,10
睡梦中的折磨,1927,比勒市政博物馆,油画,"https://www.youhuadaquan.org/images/Rene%20Magritte/26653-Magritte,%20Rene.jpg",雷内·马格里特,10
赵佶梅花绣眼图页,北宋,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/14654.jpg,赵佶,11
赵佶枇杷山鸟图页,北宋,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/27554.jpg,赵佶,11
赵佶芙蓉锦鸡图轴,北宋,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/27589.jpg,赵佶,11
赵佶祥龙石图卷,北宋,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/2017/04/11/s58ec8bcd24ce1.jpg,赵佶,11
赵佶听琴图轴,北宋,故宫博物院,人物,https://img.dpm.org.cn/Uploads/Picture/dc/27604.jpg,赵佶,11
赵佶雪江归棹图卷,北宋,故宫博物院,山水,https://img.dpm.org.cn/Uploads/Picture/2017/04/01/s58defe50d76f8.jpg,赵佶,11
顾恺之洛神赋图卷（宋摹）,东晋,故宫博物院,人物,https://img.dpm.org.cn/Uploads/Picture/2017/04/14/s58f034514fc6d.jpg,顾恺之,12
顾恺之女史箴图卷（宋摹）,东晋,故宫博物院,人物,https://img.dpm.org.cn/Uploads/Picture/2017/04/11/s58ec852aaaeb0.jpg,顾恺之,12
顾恺之列女仁智图卷（宋摹）,东晋,故宫博物院,人物,https://img.dpm.org.cn/Uploads/Picture/2017/03/31/s58de19af040eb.jpg,顾恺之,12
马远水图卷,南宋,故宫博物院,山水,https://img.dpm.org.cn/Uploads/Picture/2017/03/31/s58de1136057ad.jpg,马远,13
马远白蔷薇图页,南宋,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/27567.jpg,马远,13
马远踏歌图轴,南宋,故宫博物院,山水,https://img.dpm.org.cn/Uploads/Picture/dc/27454.jpg,马远,13
马远梅石溪凫图页,南宋,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/27468.jpg,马远,13
李迪枫鹰雉鸡图轴,南宋,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/2019/03/19/s5c9043341c360.jpg,李迪,14
李迪猎犬图页,南宋,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/File/2018/01/31/15173843481369.jpg,李迪,14
李迪鸡雏待饲图页,南宋,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/27549.jpg,李迪,14
董邦达山水图扇页,清,故宫博物院,山水,https://img.dpm.org.cn/Uploads/Picture/dc/59665.jpg,董邦达,15
董邦达静宜园二十八景图轴,清,故宫博物院,山水,https://img.dpm.org.cn/Uploads/Picture/dc/63528.jpg,董邦达,15
董邦达三希堂记意图轴,清,故宫博物院,人物,https://img.dpm.org.cn/Uploads/Picture/dc/55603.jpg,董邦达,15
董邦达乾隆皇帝松荫消夏图轴,清,故宫博物院,人物,https://img.dpm.org.cn/Uploads/Picture/dc/54319.jpg,董邦达,15
邹一桂牡丹兰蕙图轴,清,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/64575.jpg,邹一桂,16
邹一桂桃花图轴,清,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/26094.jpg,邹一桂,16
赵孟頫秋郊饮马图卷,元,故宫博物院,人物,https://img.dpm.org.cn/Uploads/Picture/2017/04/01/s58defe50d8cdf.jpg,赵孟頫,17
赵孟頫秀石疏林图卷,元,故宫博物院,山水,https://img.dpm.org.cn/Uploads/tupianyingxiang/null-%E6%96%B000147132-%E8%B5%B5%E5%AD%9F%E9%A0%AB%E7%A7%80%E7%9F%B3%E7%96%8F%E6%9E%97%E5%9B%BE%E5%8D%B7-%E5%85%A8%E5%BD%A2_201741421216.jpg,赵孟頫,17
赵孟頫古木竹石图轴,元,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/27472.jpg,赵孟頫,17
赵孟頫浴马图卷,元,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/2017/03/31/s58de16cebcd25.jpg,赵孟頫,17
赵孟頫幽篁戴胜图卷,元,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/2017/04/01/s58defe50d9b71.jpg,赵孟頫,17
赵孟頫葵花图轴,元,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/File/2018/05/24/15271508928036.jpg,赵孟頫,17
赵孟頫人骑图卷,元,故宫博物院,人物,https://img.dpm.org.cn/Uploads/Picture/2017/10/31/s59f7d254da425.jpg,赵孟頫,17
赵孟頫水村图卷,元,故宫博物院,山水,https://img.dpm.org.cn/Uploads/tupianyingxiang/%E8%B5%B5%E5%AD%9F%E9%A0%AB%E6%B0%B4%E6%9D%91%E5%9B%BE%E5%8D%B7.jpg,赵孟頫,17
徐渭黄甲图轴,明,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/1840.jpg,徐渭,18
徐渭水墨牡丹图轴,明,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/50143.jpg,徐渭,18
徐渭山水图扇页,明,故宫博物院,山水,https://img.dpm.org.cn/Uploads/Picture/dc/64633.jpg,徐渭,18
徐渭四季花卉图轴,明,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/23850.jpg,徐渭,18
徐渭四时花卉图卷,明,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/2017/04/11/s58ec8ab62ae99.jpg,徐渭,18
徐渭驴背吟诗图轴,明,故宫博物院,人物,https://img.dpm.org.cn/Uploads/Picture/dc/1831.jpg,徐渭,18
徐渭墨花九段图卷,明,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/2017/04/11/s58ec8a9b01ff4.jpg,徐渭,18
徐渭梅花蕉叶图轴,明,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/2017/04/12/s58ed829573778.jpg,徐渭,18
徐渭水墨葡萄图轴,明,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/25265.jpg,徐渭,18
黄慎商山四皓图轴,清,故宫博物院,人物,https://img.dpm.org.cn/Uploads/Picture/dc/52082.jpg,黄慎,19
黄慎荷鹭图轴,清,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/13905.jpg,黄慎,19
黄慎芦花双雁图轴,清,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/13906.jpg,黄慎,19
黄慎漱石捧砚图轴,清,故宫博物院,人物,https://img.dpm.org.cn/Uploads/Picture/dc/1078.jpg,黄慎,19
黄慎麻姑仙像图轴,清,故宫博物院,人物,https://img.dpm.org.cn/Uploads/Picture/dc/63582.jpg,黄慎,19
黄慎伯乐相马图轴,清,故宫博物院,人物,https://img.dpm.org.cn/Uploads/Picture/dc/25267.jpg,黄慎,19
赵之谦菊石雁来红图轴,清,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/25268.jpg,赵之谦,20
赵之谦牡丹图轴,清,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/1088.jpg,赵之谦,20
赵之谦古柏灵芝图轴,清,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/52071.jpg,赵之谦,20
赵之谦墨松图轴,清,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/25983.jpg,赵之谦,20
王翚夏五吟梅图轴,清,故宫博物院,山水,https://img.dpm.org.cn/Uploads/Picture/dc/23823.jpg,王翬,21
王翚仿黄公望山水图轴,清,故宫博物院,山水,https://img.dpm.org.cn/Uploads/Picture/dc/51132.jpg,王翬,21
王翚秋树昏鸦图轴,清,故宫博物院,山水,https://img.dpm.org.cn/Uploads/Picture/dc/26081.jpg,王翬,21
王翚庐山白云图卷,清,故宫博物院,山水,https://img.dpm.org.cn/Uploads/Picture/2017/04/01/s58defb9d45022.jpg,王翬,21
王翚虞山枫林图轴,清,故宫博物院,山水,https://img.dpm.org.cn/Uploads/Picture/dc/1039.jpg,王翬,21
王翚秋山万重图轴,清,故宫博物院,山水,https://img.dpm.org.cn/Uploads/Picture/dc/18215.jpg,王翬,21
王翚岩栖高士图轴,清,故宫博物院,山水,https://img.dpm.org.cn/Uploads/Picture/dc/2321.jpg,王翬,21
王翚九华秀色图轴,清,故宫博物院,山水,https://img.dpm.org.cn/Uploads/Picture/dc/25961.jpg,王翬,21
吕纪榴葵绶鸡图轴,明,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/15453.jpg,吕纪,22
吕纪残荷鹰鹭图轴,明,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/12310.jpg,吕纪,22
吕纪桂菊山禽图轴,明,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/938.jpg,吕纪,22
吕纪南极老人像轴,明,故宫博物院,人物,https://img.dpm.org.cn/Uploads/Picture/dc/57448.jpg,吕纪,22
吕纪竹禽图轴,明,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/21109.jpg,吕纪,22
吕纪鹰鹊图轴,明,故宫博物院,花鸟,https://img.dpm.org.cn/Uploads/Picture/dc/21110.jpg,吕纪,22
李昭道龙舟竞渡图页,唐,故宫博物院,人物,https://www.dpm.org.cn/collection/paint/232622.html,李昭道,23
董源潇湘图卷,五代,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234585.html,董源,24
黄筌写生珍禽图卷,五代,故宫博物院,花鸟,https://www.dpm.org.cn/collection/paint/228361.html,黄筌,25
顾闳中韩熙载夜宴图卷,五代,故宫博物院,人物,https://www.dpm.org.cn/collection/paint/228200.html,顾闳中 ,26
扬无咎四梅花图卷,北宋,故宫博物院,花鸟,https://www.dpm.org.cn/collection/paint/234636.html,扬无咎,27
李公麟维摩演教图卷（传）,北宋,故宫博物院,人物,https://www.dpm.org.cn/Uploads/Picture/2017/04/01/s58def92950e24.jpg,李公麟,28
李公麟临韦偃牧放图卷 ,北宋,故宫博物院,花鸟,https://www.dpm.org.cn/collection/paint/234609.html,李公麟,28
王诜渔村小雪图卷 ,北宋,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234606.html,王诜,29
赵伯驹江山秋色画卷,北宋,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/231618.html,赵伯驹,30
王希孟千里江山图卷,北宋,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/2017/04/01/s58defb9d45b7f.jpg,王希孟,31
郭熙窠石平远图轴,北宋,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/2018/11/14/s5bebc98bb095c.jpg,郭熙,32
张先十咏图卷,北宋,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/2017/03/31/s58de169621347.jpg,张先,33
张择端清明上河图卷,北宋,故宫博物院,人物,https://www.dpm.org.cn/Uploads/Picture/2017/05/12/s591529137db2e.jpg,张择端,34
崔白寒雀图卷,北宋,故宫博物院,花鸟,https://www.dpm.org.cn/Uploads/Picture/2017/03/31/s58de0ed35b6a7.jpg,崔白,35
米友仁云山墨戏图卷,宋,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/2017/04/01/s58def9e984e8a.jpg,米友仁,36
米友仁潇湘奇观图卷,宋,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/2017/04/01/s58def92952f30.jpg,米友仁,36
李唐采薇图卷,南宋,故宫博物院,人物,https://www.dpm.org.cn/Uploads/Picture/2017/07/26/s597833b1cd872.jpg,李唐,37
赵伯骕万松金阙图卷,南宋,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/2017/07/26/s597833812202d.jpg,赵伯骕,38
刘松年四景山水图卷,南宋,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/2020/01/02/s5e0da2712af2d.jpg,刘松年,39
李嵩花篮图页,南宋,故宫博物院,花鸟,https://www.dpm.org.cn/Uploads/Picture/dc/27588.jpg,李嵩,40
李嵩货郎图卷,南宋,故宫博物院,人物,https://www.dpm.org.cn/Uploads/Picture/2017/03/31/s58de10c46e445.jpg,李嵩,40
李嵩钱塘观潮图卷,南宋,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/2017/04/01/s58def929518fb.jpg,李嵩,40
赵孟坚墨兰图卷,南宋,故宫博物院,花鸟,https://www.dpm.org.cn/Uploads/Picture/2017/03/31/s58de16b06f3a8.jpg,赵孟坚,41
钱选幽居图卷,元,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/2018/03/12/s5aa5d1cdb67f7.jpg,钱选,42
吴镇渔父图轴,元,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/dc/27461.jpg,吴镇,43
吴镇墨竹坡石图轴,元,故宫博物院,花鸟,https://www.dpm.org.cn/Uploads/Picture/dc/27512.jpg,吴镇,43
吴镇芦花寒雁图轴,元,故宫博物院,花鸟,https://www.dpm.org.cn/Uploads/Picture/dc/27603.jpg,吴镇,43
倪瓒幽涧寒松图轴,元,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/dc/27458.jpg,倪瓒,44
倪瓒竹枝图卷,元,故宫博物院,花鸟,https://www.dpm.org.cn/Uploads/tupianyingxiang/null-%E6%96%B000146661-%E5%80%AA%E7%93%92%E7%AB%B9%E6%9E%9D%E5%9B%BE%E5%8D%B7-%E5%85%A8%E5%BD%A2_20174142156.jpg,倪瓒,44
倪瓒秋亭嘉树图轴,元,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/dc/27606.jpg,倪瓒,44
倪瓒梧竹秀石图轴,元,故宫博物院,花鸟,https://www.dpm.org.cn/Uploads/Picture/dc/25353.jpg,倪瓒,44
朱德润秀野轩图卷,元,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/2017/07/25/s5976fd90ed723.jpg,朱德润,45
黄公望九峰雪霁图轴,元,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/dc/27450.jpg,黄公望,46
黄公望天池石壁图轴,元,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/dc/27536.jpg,黄公望,46
黄公望丹崖玉树图轴,元,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/dc/27535.jpg,黄公望,46
王蒙葛稚川移居图轴,元,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/dc/27449.jpg,王蒙,47
王蒙夏日山居图轴,元,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/dc/27538.jpg,王蒙,47
王蒙夏山高隐图轴,元,故宫博物院,山水,https://www.dpm.org.cn/Uploads/Picture/dc/27497.jpg,王蒙,47
任仁发张果老见明皇图卷,元,故宫博物院,人物,https://www.dpm.org.cn/Uploads/Picture/2017/04/01/s58def9e9872d9.jpg,任仁发,48
任仁发二马图卷,元,故宫博物院,花鸟,https://www.dpm.org.cn/Uploads/Picture/2018/05/11/s5af5084f565d7.jpg,任仁发,48
柯九思清閟阁墨竹图轴,元,故宫博物院,花鸟,https://www.dpm.org.cn/Uploads/Picture/dc/27475.jpg,柯九思,49
赵雍挟弹游骑图轴,元,故宫博物院,人物,https://www.dpm.org.cn/Uploads/Picture/dc/27474.jpg,赵雍,50
张珪神龟图卷 ,金,故宫博物院,花鸟,https://www.dpm.org.cn/collection/paint/228102.html,张珪 ,51
文伯仁万壑松风图轴,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234571.html,文伯仁,52
董其昌高逸图轴,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234560.html,董其昌,53
崔子忠藏云图轴,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234541.html,崔子忠,54
崔子忠问道图扇页,明,故宫博物院,人物,https://www.dpm.org.cn/collection/paint/234087.html,崔子忠,54
圣保罗的死难,1600,意大利罗马人民圣母堂切拉西小堂,油画,http://www.youhuadaquan.org/images-small/Caravaggio/21295-Caravaggio.jpg,米开朗基罗·梅里西·德·卡拉瓦乔,55
沈周沧州趣图卷,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234540.html,沈周,55
沈周仿黄公望富春山居图卷,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234367.html,沈周,55
沈周京江送别图卷,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234366.html,沈周,55
沈周江亭避暑图扇页,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234089.html,沈周,55
王绂墨竹图轴,明,故宫博物院,花鸟,https://www.dpm.org.cn/collection/paint/234437.html,王绂,56
仇英玉洞仙源图轴,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234433.html,仇英,57
文徵明兰竹图卷 ,明,故宫博物院,花鸟,https://www.dpm.org.cn/collection/paint/234432.html,文徵明,58
文徵明东园图卷,明,故宫博物院,人物,https://www.dpm.org.cn/collection/paint/234368.html,文徵明 ,58
文徵明红杏湖石图扇页,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234092.html,文徵明,58
唐寅事茗图卷,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234421.html,唐寅 ,59
唐寅枯木寒鸦图扇页,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234049.html,唐寅,59
夏昶湘江风雨图卷,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234418.html,夏昶,60
蓝瑛云壑藏渔图轴,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234408.html,蓝瑛,61
孙克弘百花图卷,明,故宫博物院,花鸟,https://www.dpm.org.cn/collection/paint/234387.html,孙克弘,62
赵左山水图扇页,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234283.html,赵左,63
张瑞图晴雪长松图轴,明,故宫博物院,花鸟,https://www.dpm.org.cn/collection/paint/234277.html,张瑞图,64
张瑞图山水图扇页,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234276.html,张瑞图,64
方维仪蕉石罗汉像轴,明,故宫博物院,人物,https://www.dpm.org.cn/collection/paint/234159.html,方维仪,65
陆治云岩秋霁图扇页,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234112.html,陆治,66
程嘉燧秋游赏月扇页,明,故宫博物院,人物,https://www.dpm.org.cn/collection/paint/234094.html,程嘉燧,67
丁云鹏竹石云泉图扇页,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234093.html,丁云鹏,68
谢时臣暮云诗意图扇页,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234091.html,谢时臣,69
周臣明皇游月宫图扇页,明,故宫博物院,人物,https://www.dpm.org.cn/collection/paint/234090.html,周臣,70
李流芳仿米云山图扇页,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234060.html,李流芳,71
李流芳山水图扇页,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234059.html,李流芳,71
陈道复云山图扇页,明,故宫博物院,山水,https://www.dpm.org.cn/collection/paint/234050.html,陈道复,72
项圣谟天寒有鹤守梅花图扇页,明,故宫博物院,花鸟,https://www.dpm.org.cn/collection/paint/234043.html,项圣谟,73
老实人纳斯塔基奧的第一篇故事,1483,普拉多美术馆,版画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21042-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
老实人纳斯塔基奧的第二篇故事,1484,普拉多美术馆,版画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21043-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
老实人纳斯塔基奧的第三篇故事,1485,普拉多美术馆,版画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21044-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
圣母的加冕,1489,乌费兹美术馆,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21045-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
神秘的誕生,1500,英国伦敦国家画廊,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21046-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
哀悼基督,1500,老绘画陈列馆,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21047-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
刚毅,1470,乌费兹美术馆,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21048-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
一个年轻人的肖像,1480,帕拉提那美术馆,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21049-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
来自摩西的生活场景，杰思罗女儿的细节,1480,西斯廷教堂,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21050-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
基督的诱惑,1480,西斯廷教堂,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21051-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
圣母子与四天使及六圣徒(圣座上的圣母与圣徒),1486,佛罗伦萨乌菲兹美术馆,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21052-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
《诽谤》的细节,1495,乌费兹美术馆,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21053-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
一个年轻人的肖像,1510,英国伦敦国家美术馆,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21054-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
天使报喜,1490,乌费兹美术馆,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21055-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
圣母和孩子与天使,1469,斯图尔特加德纳伊莎贝拉博物馆,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21056-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
朱迪丝回到贝图利亚,1470,乌费兹美术馆,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21057-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
贤士来朝,1475,乌费兹美术馆,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21058-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
春,1480,乌费兹美术馆,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21059-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
持勛章的人,1475,乌费兹美术馆,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21060-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
发现赫洛弗尼斯的尸体,1480,乌费兹美术馆,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21061-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
维纳斯的诞生,1480,乌费兹美术馆,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21062-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
维纳斯和战神,1482,乌费兹美术馆,油画,"https://www.youhuadaquan.org/images-small/Sandro%20Botticelli/21063-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
帕拉斯和肯陶洛斯,1482,乌费兹美术馆,油画,"https://www.youhuadaquan.org/images/Sandro%20Botticelli/21064-Botticelli,%20Sandro.jpg",桑德罗·波提切利,74
